Volunteer_ID,Volunteer_Name,Age,Gender,District,Availability,Primary_Skill,Secondary_Skill,Languages_Known,Experience_Years,Past_NGO_Work,Emergency_Contact,Blood_Group,Training_Completed,Notes,NGO_ID,NGO_Name,Category,Address,Contact,Volunteers_Needed,Match_Status,Showed_Up,Volunteer_Hours,Satisfaction_Rating
601,Volunteer_501,48,Male,Nagpur,Evenings,Counseling,Sports Coaching,"marathi, hindi",0,Cry Foundation,9655962294,A+,Yes,Handles crowd well,22,Hope Foundation,Child Care,Mumbai,9655980514,1,1,1,4,1
602,Volunteer_502,46,Female,Nashik,Weekends,Teaching,Sports Coaching,"english, marathi",0,None,9107725511,AB+,Yes,Good with kids,5,Helping Hands,Education,Nagpur,9754195681,7,1,1,7,5
603,Volunteer_503,38,Female,Satara,Evenings,Event Management,Driving,"english, marathi",4,Helpage India,9024336228,B+,Yes,Experienced nurse,31,Hope Foundation,Elderly Care,Solapur,9401281331,3,0,1,6,5
604,Volunteer_504,49,Male,Satara,Weekdays,Logistics,Photography,"hindi, english",1,Helpage India,9523714293,B+,Yes,Handles crowd well,13,Green Maharashtra,Child Care,Solapur,9648122249,14,1,1,7,2
605,Volunteer_505,40,Male,Satara,Full-time,Event Management,Driving,"hindi, english",5,None,9492059067,AB+,No,Handles crowd well,28,Solapur Care Home,Elderly Care,Amravati,9316043485,12,0,0,4,3
606,Volunteer_506,18,Male,Pune,Full-time,Logistics,First Aid,"hindi, marathi, english",1,None,9458671968,O-,Yes,Handles crowd well,20,Seva Ashram,Animal Welfare,Sangli,9047719596,14,1,0,3,1
607,Volunteer_507,49,Female,Pune,Flexible,Counseling,Sports Coaching,"marathi, english",2,Red Cross,9402354798,B+,Yes,Great fundraiser,33,Green Maharashtra,Animal Welfare,Amravati,9829934931,4,1,1,5,5
608,Volunteer_508,20,Female,Nagpur,Weekdays,Fundraising,Cooking,"hindi, english",4,None,9427219973,O+,No,Skilled counselor,16,Solapur Care Home,Healthcare,Nashik,9998744860,13,1,0,3,5
609,Volunteer_509,49,Female,Amravati,Evenings,Medical Assistance,Social Media,"english, marathi",4,Helpage India,9837272811,O+,No,Good with kids,29,Helping Hands,Orphanage,Sangli,9957412857,16,1,1,3,3
610,Volunteer_510,35,Female,Solapur,Full-time,Counseling,Sports Coaching,"hindi, english",1,None,9176968830,A+,No,Skilled counselor,23,Jeevan Jyot,Elderly Care,Solapur,9817401652,16,1,0,4,5
611,Volunteer_511,42,Male,Satara,Weekdays,Medical Assistance,Cooking,"marathi, hindi",4,Red Cross,9330144871,AB+,Yes,Skilled counselor,24,Jeevan Jyot,Animal Welfare,Sangli,9813784220,5,1,1,8,5
612,Volunteer_512,27,Male,Mumbai,Full-time,Fundraising,Social Media,"marathi, english",1,Red Cross,9231326444,AB+,Yes,Skilled counselor,34,Anathalaya,Orphanage,Sangli,9187588758,6,0,0,2,5
613,Volunteer_513,48,Male,Kolhapur,Evenings,Event Management,Driving,"hindi, marathi, english",4,Red Cross,9269102994,B+,Yes,Handles crowd well,7,Solapur Care Home,Child Care,Nashik,9936982200,6,0,1,4,5
614,Volunteer_514,39,Male,Mumbai,Full-time,Medical Assistance,Driving,"marathi, hindi",0,Red Cross,9038161887,O-,Yes,Skilled counselor,38,Hope Foundation,Orphanage,Satara,9711691441,18,1,1,3,2
615,Volunteer_515,43,Female,Sangli,Flexible,Teaching,Photography,"marathi, hindi",1,Childline,9052344986,AB+,No,Great fundraiser,37,Seva Ashram,Orphanage,Nagpur,9209909268,6,0,0,7,2
616,Volunteer_516,20,Female,Mumbai,Flexible,Teaching,Cooking,"marathi, english",1,None,9268196096,B+,No,Experienced nurse,4,Hope Foundation,Child Care,Satara,9158728303,7,1,1,2,4
617,Volunteer_517,25,Male,Sangli,Full-time,Logistics,Sports Coaching,"hindi, marathi, english",3,Cry Foundation,9917436650,B+,Yes,Handles crowd well,34,Hope Foundation,Elderly Care,Nagpur,9586793642,16,1,0,1,1
618,Volunteer_518,31,Male,Aurangabad,Weekdays,Counseling,Music Therapy,"english, marathi",4,None,9575298035,AB+,Yes,Good with kids,42,Solapur Care Home,Child Care,Satara,9197674121,9,1,0,1,3
619,Volunteer_519,41,Female,Kolhapur,Weekdays,Fundraising,Driving,"hindi, marathi, english",4,Childline,9891255072,B+,Yes,Experienced nurse,22,Seva Ashram,Healthcare,Satara,9419339496,13,1,0,6,4
620,Volunteer_520,35,Male,Mumbai,Weekdays,Logistics,Driving,"hindi, english",1,Red Cross,9835117565,A+,Yes,Experienced nurse,5,Anathalaya,Environment,Mumbai,9201984331,12,1,0,3,2
621,Volunteer_521,49,Female,Aurangabad,Full-time,Counseling,Photography,"marathi, hindi",0,Childline,9295548455,A+,No,Experienced nurse,42,Green Maharashtra,Education,Sangli,9924022301,19,1,1,7,2
622,Volunteer_522,32,Male,Nashik,Weekdays,Counseling,Social Media,"hindi, english",0,Helpage India,9608241439,AB+,No,Skilled counselor,23,Hope Foundation,Child Care,Aurangabad,9229094268,1,0,0,8,2
623,Volunteer_523,39,Male,Solapur,Evenings,Logistics,Photography,"english, marathi",5,Helpage India,9505617092,O-,Yes,Skilled counselor,15,Seva Ashram,Child Care,Nashik,9638230688,8,1,1,5,4
624,Volunteer_524,40,Male,Aurangabad,Flexible,IT Support,Sports Coaching,"hindi, english",0,None,9440218384,A+,No,Handles crowd well,31,Anathalaya,Orphanage,Satara,9479479185,4,0,0,5,2
625,Volunteer_525,19,Male,Solapur,Evenings,Counseling,Cooking,"hindi, marathi, english",4,None,9782183293,A+,Yes,Skilled counselor,9,Green Maharashtra,Healthcare,Solapur,9089050701,19,0,1,2,4
626,Volunteer_526,48,Male,Mumbai,Weekdays,IT Support,First Aid,"hindi, english",3,Cry Foundation,9152320775,AB+,Yes,Skilled counselor,43,Hope Foundation,Animal Welfare,Kolhapur,9895951125,5,1,0,8,2
627,Volunteer_527,44,Male,Amravati,Evenings,Teaching,First Aid,"english, marathi",1,Cry Foundation,9930250296,O+,No,Skilled counselor,25,Seva Ashram,Animal Welfare,Mumbai,9846079508,17,0,1,1,5
628,Volunteer_528,27,Male,Aurangabad,Weekdays,Teaching,Cooking,"english, marathi",2,Helpage India,9365689129,B+,Yes,Handles crowd well,25,Green Maharashtra,Orphanage,Kolhapur,9250633088,3,0,1,9,5
629,Volunteer_529,19,Female,Kolhapur,Full-time,Counseling,Social Media,"english, marathi",3,Red Cross,9868507233,A+,No,Handles crowd well,49,Solapur Care Home,Elderly Care,Pune,9577658218,19,0,1,1,1
630,Volunteer_530,43,Female,Mumbai,Evenings,Teaching,Driving,"hindi, marathi, english",2,Childline,9227397768,O+,Yes,Great fundraiser,21,Jeevan Jyot,Child Care,Amravati,9317420915,1,1,0,1,2
631,Volunteer_531,34,Female,Satara,Full-time,Fundraising,Social Media,"english, marathi",3,Cry Foundation,9613259639,O-,No,Great fundraiser,9,Jeevan Jyot,Child Care,Pune,9756918139,1,1,1,1,1
632,Volunteer_532,25,Female,Pune,Full-time,IT Support,Driving,"marathi, hindi",0,Cry Foundation,9598867362,O+,Yes,Great fundraiser,48,Hope Foundation,Orphanage,Nagpur,9060502670,9,0,0,7,4
633,Volunteer_533,18,Female,Aurangabad,Weekends,IT Support,Driving,"english, marathi",4,Red Cross,9920979185,AB+,No,Great fundraiser,38,Hope Foundation,Child Care,Satara,9390482979,5,1,0,4,1
634,Volunteer_534,26,Male,Kolhapur,Weekdays,Counseling,First Aid,"hindi, english",2,Red Cross,9866305222,O-,Yes,Experienced nurse,22,Green Maharashtra,Elderly Care,Nashik,9556974382,7,0,1,7,2
635,Volunteer_535,28,Male,Nashik,Flexible,Teaching,Social Media,"hindi, english",3,None,9935747022,O-,Yes,Experienced nurse,43,Seva Ashram,Environment,Solapur,9186978741,6,1,1,5,4
636,Volunteer_536,39,Female,Satara,Weekdays,Medical Assistance,Photography,"hindi, english",4,Childline,9299448756,O+,No,Great fundraiser,23,Jeevan Jyot,Education,Aurangabad,9452119253,17,1,1,7,4
637,Volunteer_537,33,Male,Nashik,Flexible,Logistics,Driving,"hindi, marathi, english",2,Red Cross,9507227731,AB+,Yes,Great fundraiser,49,Hope Foundation,Education,Aurangabad,9388848671,17,1,1,7,5
638,Volunteer_538,24,Female,Mumbai,Weekdays,Logistics,Music Therapy,"hindi, english",1,Cry Foundation,9851855089,A+,No,Good with kids,4,Anathalaya,Education,Mumbai,9469274809,13,1,0,4,4
639,Volunteer_539,46,Female,Pune,Full-time,IT Support,Music Therapy,"hindi, marathi, english",3,Cry Foundation,9563717400,O+,No,Experienced nurse,29,Hope Foundation,Environment,Mumbai,9572812461,12,1,0,2,4
640,Volunteer_540,27,Male,Aurangabad,Evenings,Counseling,Photography,"hindi, marathi, english",1,Helpage India,9188095810,A+,Yes,Good with kids,15,Jeevan Jyot,Child Care,Mumbai,9854423093,4,0,0,8,1
641,Volunteer_541,40,Male,Aurangabad,Evenings,Counseling,Music Therapy,"english, marathi",0,Red Cross,9430297851,O+,Yes,Good with kids,1,Helping Hands,Orphanage,Mumbai,9688886432,8,1,1,2,4
642,Volunteer_542,43,Male,Amravati,Weekends,Fundraising,Sports Coaching,"marathi, hindi",1,None,9738960061,A+,Yes,Skilled counselor,30,Jeevan Jyot,Animal Welfare,Sangli,9384713704,5,0,1,9,3
643,Volunteer_543,20,Female,Amravati,Flexible,Event Management,Driving,"english, marathi",1,Childline,9357588918,O+,Yes,Handles crowd well,29,Anathalaya,Healthcare,Satara,9011955962,5,1,0,5,5
644,Volunteer_544,35,Male,Mumbai,Flexible,Event Management,Photography,"english, marathi",5,None,9868256685,O-,No,Experienced nurse,20,Seva Ashram,Child Care,Kolhapur,9366030758,13,0,1,9,5
645,Volunteer_545,42,Female,Mumbai,Flexible,IT Support,Social Media,"hindi, marathi, english",3,Cry Foundation,9964468887,B+,Yes,Great fundraiser,33,Anathalaya,Environment,Satara,9520550678,11,1,1,9,4
646,Volunteer_546,41,Female,Pune,Full-time,Logistics,Driving,"hindi, marathi, english",0,None,9522813409,O-,Yes,Great fundraiser,41,Helping Hands,Elderly Care,Satara,9180581034,8,0,1,8,1
647,Volunteer_547,30,Female,Amravati,Flexible,Fundraising,Photography,"hindi, english",1,Cry Foundation,9264193325,A+,Yes,Handles crowd well,44,Helping Hands,Environment,Pune,9015189686,8,0,1,8,5
648,Volunteer_548,45,Male,Kolhapur,Evenings,Fundraising,First Aid,"hindi, english",4,Cry Foundation,9076080405,AB+,No,Experienced nurse,36,Hope Foundation,Animal Welfare,Nashik,9421927937,1,1,1,4,5
649,Volunteer_549,43,Male,Kolhapur,Full-time,Fundraising,Social Media,"english, marathi",2,Cry Foundation,9141405834,O-,Yes,Great fundraiser,22,Hope Foundation,Education,Solapur,9777952449,13,1,1,4,3
650,Volunteer_550,24,Female,Pune,Weekdays,IT Support,First Aid,"marathi, english",1,Cry Foundation,9872736431,B+,No,Great fundraiser,13,Jeevan Jyot,Child Care,Nagpur,9450198693,5,1,0,2,4
651,Volunteer_551,42,Male,Kolhapur,Flexible,Event Management,Driving,"marathi, english",0,Cry Foundation,9827446279,A+,Yes,Skilled counselor,7,Solapur Care Home,Animal Welfare,Nashik,9478678774,8,1,0,4,5
652,Volunteer_552,21,Male,Sangli,Flexible,Logistics,Social Media,"hindi, english",1,Helpage India,9093201190,O-,No,Good with kids,8,Anathalaya,Education,Mumbai,9565107698,17,1,0,4,5
653,Volunteer_553,30,Male,Solapur,Weekdays,Fundraising,Music Therapy,"marathi, english",2,None,9563448482,O+,Yes,Great fundraiser,28,Jeevan Jyot,Healthcare,Kolhapur,9631067548,13,0,1,6,5
654,Volunteer_554,37,Female,Pune,Flexible,Logistics,Photography,"hindi, english",0,Helpage India,9119870000,AB+,Yes,Experienced nurse,45,Solapur Care Home,Elderly Care,Pune,9747793517,9,0,1,3,5
655,Volunteer_555,18,Female,Pune,Weekdays,Teaching,Driving,"hindi, marathi, english",3,Helpage India,9702727469,A+,No,Handles crowd well,43,Jeevan Jyot,Education,Sangli,9548469115,2,0,1,2,1
656,Volunteer_556,25,Male,Nagpur,Full-time,Counseling,Sports Coaching,"english, marathi",0,Red Cross,9568496165,O-,Yes,Skilled counselor,9,Helping Hands,Healthcare,Kolhapur,9550406978,19,1,0,8,2
657,Volunteer_557,49,Female,Satara,Evenings,Counseling,Social Media,"marathi, hindi",3,Red Cross,9281764999,A+,Yes,Experienced nurse,25,Hope Foundation,Environment,Pune,9539657190,17,0,1,2,3
658,Volunteer_558,31,Male,Satara,Weekdays,Logistics,Social Media,"english, marathi",0,Red Cross,9829475637,O+,Yes,Skilled counselor,16,Hope Foundation,Education,Amravati,9231685702,7,0,1,8,1
659,Volunteer_559,33,Male,Sangli,Weekends,Medical Assistance,Cooking,"hindi, english",2,Childline,9016806308,B+,No,Good with kids,10,Jeevan Jyot,Education,Sangli,9605847203,3,0,1,7,3
660,Volunteer_560,31,Male,Amravati,Weekdays,Medical Assistance,Driving,"hindi, english",2,Red Cross,9541983962,O-,Yes,Great fundraiser,11,Hope Foundation,Orphanage,Mumbai,9214712604,19,0,1,3,5
661,Volunteer_561,29,Male,Mumbai,Flexible,IT Support,Driving,"english, marathi",0,None,9058040667,A+,No,Experienced nurse,31,Seva Ashram,Elderly Care,Nagpur,9899039094,19,1,1,6,3
662,Volunteer_562,36,Female,Mumbai,Full-time,IT Support,First Aid,"hindi, english",1,Helpage India,9503973671,A+,No,Handles crowd well,12,Jeevan Jyot,Elderly Care,Mumbai,9797991332,9,0,0,6,4
663,Volunteer_563,40,Female,Nashik,Full-time,Counseling,Cooking,"marathi, english",2,None,9484754977,A+,No,Good with kids,31,Helping Hands,Animal Welfare,Kolhapur,9449103984,10,1,0,5,4
664,Volunteer_564,32,Female,Sangli,Weekdays,Teaching,Music Therapy,"marathi, english",3,Red Cross,9111439711,B+,Yes,Good with kids,14,Green Maharashtra,Environment,Mumbai,9658115577,14,1,0,8,2
665,Volunteer_565,45,Male,Pune,Evenings,Event Management,First Aid,"hindi, english",3,Childline,9434183246,A+,No,Skilled counselor,44,Jeevan Jyot,Orphanage,Amravati,9798238947,18,1,1,5,2
666,Volunteer_566,19,Male,Sangli,Weekends,Event Management,Cooking,"hindi, english",4,Childline,9252541675,AB+,No,Good with kids,32,Jeevan Jyot,Animal Welfare,Mumbai,9896452054,15,0,0,7,3
667,Volunteer_567,19,Male,Sangli,Full-time,IT Support,First Aid,"marathi, english",5,Helpage India,9423511934,AB+,Yes,Experienced nurse,17,Hope Foundation,Healthcare,Pune,9076787500,1,1,1,6,1
668,Volunteer_568,49,Female,Sangli,Flexible,Teaching,Music Therapy,"hindi, english",5,None,9480041232,A+,No,Skilled counselor,35,Helping Hands,Animal Welfare,Aurangabad,9031085071,6,0,1,7,1
669,Volunteer_569,40,Male,Satara,Flexible,IT Support,Cooking,"hindi, english",5,Cry Foundation,9595463328,AB+,No,Good with kids,1,Jeevan Jyot,Healthcare,Mumbai,9928713199,15,1,0,9,5
670,Volunteer_570,48,Female,Sangli,Evenings,Event Management,Cooking,"english, marathi",3,None,9104173230,O-,Yes,Handles crowd well,29,Hope Foundation,Environment,Amravati,9232026142,6,0,1,3,1
671,Volunteer_571,39,Female,Solapur,Full-time,Logistics,Sports Coaching,"marathi, hindi",4,Red Cross,9733268275,AB+,Yes,Experienced nurse,4,Anathalaya,Elderly Care,Satara,9298414241,18,1,0,7,2
672,Volunteer_572,36,Female,Mumbai,Weekdays,IT Support,First Aid,"marathi, english",5,Cry Foundation,9981067125,A+,No,Handles crowd well,23,Helping Hands,Healthcare,Satara,9912860977,1,1,0,3,1
673,Volunteer_573,42,Female,Nashik,Flexible,Fundraising,First Aid,"english, marathi",5,Childline,9083491791,O+,Yes,Handles crowd well,28,Solapur Care Home,Environment,Nagpur,9302305984,3,1,1,2,5
674,Volunteer_574,43,Female,Solapur,Evenings,Logistics,Social Media,"marathi, hindi",0,Helpage India,9285420252,O-,Yes,Skilled counselor,16,Seva Ashram,Animal Welfare,Nagpur,9506389201,17,1,0,7,4
675,Volunteer_575,48,Female,Nashik,Full-time,IT Support,Music Therapy,"hindi, english",0,Helpage India,9118209544,B+,Yes,Great fundraiser,12,Solapur Care Home,Healthcare,Nagpur,9027821433,16,1,1,4,1
676,Volunteer_576,47,Male,Nagpur,Full-time,Counseling,Photography,"hindi, english",0,Childline,9395937568,A+,No,Skilled counselor,21,Green Maharashtra,Child Care,Nashik,9372261309,8,1,1,1,1
677,Volunteer_577,46,Male,Nashik,Full-time,IT Support,Sports Coaching,"english, marathi",1,Red Cross,9787753403,B+,No,Experienced nurse,45,Helping Hands,Education,Solapur,9474933991,17,0,1,6,2
678,Volunteer_578,39,Female,Mumbai,Full-time,Counseling,Cooking,"hindi, english",5,Childline,9835214448,O+,Yes,Experienced nurse,17,Jeevan Jyot,Animal Welfare,Nagpur,9010490282,8,1,1,6,3
679,Volunteer_579,43,Female,Mumbai,Full-time,Teaching,Cooking,"hindi, marathi, english",1,Red Cross,9960073692,B+,No,Skilled counselor,40,Hope Foundation,Elderly Care,Mumbai,9379408055,17,1,0,6,4
680,Volunteer_580,43,Male,Sangli,Flexible,Event Management,Cooking,"english, marathi",4,Cry Foundation,9266065100,A+,Yes,Great fundraiser,13,Green Maharashtra,Animal Welfare,Nagpur,9328632823,9,1,1,2,3
681,Volunteer_581,39,Female,Aurangabad,Evenings,Logistics,Sports Coaching,"marathi, hindi",3,Childline,9331514260,A+,Yes,Skilled counselor,32,Helping Hands,Child Care,Solapur,9238409230,12,0,0,1,5
682,Volunteer_582,34,Female,Nagpur,Full-time,Logistics,Cooking,"english, marathi",5,Red Cross,9277300921,O+,Yes,Experienced nurse,37,Seva Ashram,Environment,Nashik,9918448047,19,1,0,3,5
683,Volunteer_583,37,Male,Pune,Weekends,Medical Assistance,Cooking,"marathi, english",3,Cry Foundation,9634452820,A+,Yes,Great fundraiser,15,Helping Hands,Environment,Solapur,9815910704,4,0,0,2,3
684,Volunteer_584,27,Female,Kolhapur,Weekends,Medical Assistance,Music Therapy,"english, marathi",0,Childline,9362370244,O+,Yes,Experienced nurse,12,Green Maharashtra,Animal Welfare,Kolhapur,9859280080,11,0,0,6,2
685,Volunteer_585,23,Female,Nashik,Evenings,Event Management,Driving,"hindi, english",5,Helpage India,9125840137,O+,No,Great fundraiser,49,Hope Foundation,Child Care,Nagpur,9950913707,4,0,1,6,2
686,Volunteer_586,32,Female,Aurangabad,Weekdays,Medical Assistance,Driving,"hindi, english",2,Childline,9794595077,A+,No,Great fundraiser,15,Solapur Care Home,Animal Welfare,Nagpur,9409106185,14,0,0,5,2
687,Volunteer_587,39,Male,Sangli,Weekdays,Logistics,Social Media,"hindi, marathi, english",1,None,9507248375,AB+,No,Skilled counselor,34,Anathalaya,Education,Nagpur,9359407123,14,1,1,5,4
688,Volunteer_588,28,Male,Satara,Weekdays,IT Support,Social Media,"hindi, marathi, english",1,Childline,9892293234,O+,No,Skilled counselor,6,Solapur Care Home,Education,Kolhapur,9512821829,6,1,1,9,5
689,Volunteer_589,45,Male,Pune,Weekends,Teaching,Cooking,"hindi, marathi, english",5,None,9040840312,A+,Yes,Skilled counselor,17,Hope Foundation,Orphanage,Solapur,9649502215,17,0,1,5,5
690,Volunteer_590,22,Female,Amravati,Weekdays,Teaching,Music Therapy,"marathi, hindi",0,Cry Foundation,9472413836,AB+,Yes,Great fundraiser,48,Green Maharashtra,Healthcare,Pune,9142157740,2,1,1,6,5
691,Volunteer_591,18,Female,Aurangabad,Flexible,Event Management,Cooking,"hindi, marathi, english",1,Childline,9196493376,O+,No,Great fundraiser,49,Hope Foundation,Orphanage,Mumbai,9541606945,8,1,0,4,4
692,Volunteer_592,25,Male,Satara,Full-time,Medical Assistance,Social Media,"marathi, hindi",0,Cry Foundation,9329524499,AB+,No,Experienced nurse,20,Seva Ashram,Education,Amravati,9429946876,4,1,1,1,5
693,Volunteer_593,38,Female,Nagpur,Weekends,IT Support,Sports Coaching,"hindi, marathi, english",4,Cry Foundation,9469971768,O-,Yes,Handles crowd well,9,Helping Hands,Child Care,Mumbai,9614003423,10,1,1,4,3
694,Volunteer_594,45,Female,Sangli,Evenings,Teaching,Sports Coaching,"marathi, hindi",3,Red Cross,9757192942,O-,Yes,Skilled counselor,5,Helping Hands,Healthcare,Nagpur,9963648178,7,1,0,2,1
695,Volunteer_595,29,Female,Pune,Evenings,Teaching,Photography,"english, marathi",2,Cry Foundation,9349927725,AB+,Yes,Experienced nurse,23,Solapur Care Home,Child Care,Nashik,9435675893,4,0,1,3,4
696,Volunteer_596,29,Female,Pune,Full-time,Fundraising,Driving,"english, marathi",3,Cry Foundation,9826074503,O+,No,Experienced nurse,33,Green Maharashtra,Orphanage,Kolhapur,9441712105,16,1,1,7,1
697,Volunteer_597,22,Female,Pune,Weekends,Fundraising,Music Therapy,"hindi, english",3,Childline,9830385673,A+,Yes,Good with kids,38,Anathalaya,Environment,Pune,9671106819,14,1,0,7,3
698,Volunteer_598,24,Male,Nagpur,Weekdays,Logistics,First Aid,"marathi, hindi",4,Childline,9724435912,B+,Yes,Skilled counselor,14,Anathalaya,Child Care,Sangli,9624191083,16,1,0,1,2
699,Volunteer_599,21,Female,Nashik,Weekdays,Teaching,Driving,"marathi, english",1,Helpage India,9862191984,A+,No,Experienced nurse,17,Seva Ashram,Orphanage,Pune,9027366129,9,1,0,8,2
700,Volunteer_600,23,Male,Amravati,Flexible,Event Management,First Aid,"hindi, english",2,Red Cross,9280961256,B+,No,Good with kids,19,Hope Foundation,Orphanage,Amravati,9200949158,4,1,1,7,2
701,Volunteer_601,30,Female,Nagpur,Flexible,Counseling,Photography,"english, marathi",1,Cry Foundation,9681609410,B+,No,Skilled counselor,33,Seva Ashram,Orphanage,Mumbai,9404176339,6,1,1,1,4
702,Volunteer_602,49,Male,Kolhapur,Weekdays,Counseling,Photography,"marathi, hindi",5,Red Cross,9784257930,O+,Yes,Great fundraiser,1,Helping Hands,Environment,Nagpur,9893986007,1,0,1,8,2
703,Volunteer_603,37,Female,Amravati,Evenings,IT Support,Cooking,"hindi, marathi, english",3,None,9930647051,AB+,Yes,Good with kids,13,Jeevan Jyot,Environment,Aurangabad,9382570550,7,0,1,2,4
704,Volunteer_604,47,Male,Mumbai,Evenings,Teaching,Social Media,"marathi, english",5,Cry Foundation,9521789321,A+,No,Great fundraiser,46,Jeevan Jyot,Animal Welfare,Sangli,9355445785,1,1,1,8,4
705,Volunteer_605,32,Female,Sangli,Flexible,Teaching,Photography,"english, marathi",0,Red Cross,9226386840,AB+,Yes,Handles crowd well,27,Jeevan Jyot,Environment,Nagpur,9867706136,19,1,1,3,1
706,Volunteer_606,20,Male,Nagpur,Full-time,Logistics,Photography,"hindi, english",3,Helpage India,9161345712,O-,Yes,Handles crowd well,6,Hope Foundation,Healthcare,Kolhapur,9521886499,8,1,1,7,2
707,Volunteer_607,40,Female,Satara,Weekdays,Teaching,First Aid,"marathi, hindi",1,Helpage India,9983202008,O+,Yes,Handles crowd well,6,Seva Ashram,Environment,Sangli,9437950790,3,1,1,6,5
708,Volunteer_608,25,Male,Amravati,Flexible,Event Management,Social Media,"marathi, english",3,Cry Foundation,9932787210,O+,No,Handles crowd well,33,Green Maharashtra,Environment,Amravati,9257995721,1,1,1,5,2
709,Volunteer_609,37,Female,Kolhapur,Flexible,Fundraising,Photography,"marathi, hindi",0,None,9585696701,O-,No,Experienced nurse,30,Solapur Care Home,Environment,Aurangabad,9313784505,1,1,1,2,2
710,Volunteer_610,33,Male,Mumbai,Weekdays,Teaching,Driving,"hindi, marathi, english",4,Helpage India,9163615349,A+,Yes,Handles crowd well,46,Helping Hands,Child Care,Solapur,9993323502,7,1,1,2,2
711,Volunteer_611,30,Male,Nashik,Weekdays,Teaching,Photography,"hindi, english",5,Helpage India,9074125475,O-,Yes,Experienced nurse,35,Jeevan Jyot,Environment,Solapur,9911629323,13,0,1,1,5
712,Volunteer_612,35,Female,Satara,Evenings,Logistics,Social Media,"marathi, hindi",5,None,9037391910,A+,Yes,Experienced nurse,23,Green Maharashtra,Healthcare,Solapur,9861671040,1,1,0,9,5
713,Volunteer_613,45,Female,Amravati,Full-time,Medical Assistance,Cooking,"english, marathi",1,Red Cross,9736634932,B+,Yes,Skilled counselor,10,Anathalaya,Orphanage,Nashik,9221605747,16,1,0,8,4
714,Volunteer_614,27,Male,Sangli,Full-time,Logistics,Music Therapy,"hindi, english",3,Helpage India,9405434061,O+,No,Experienced nurse,19,Seva Ashram,Child Care,Solapur,9746893745,14,0,1,8,5
715,Volunteer_615,47,Female,Satara,Weekdays,Logistics,Social Media,"english, marathi",1,Childline,9539902775,A+,No,Experienced nurse,28,Helping Hands,Education,Satara,9484474776,4,0,0,1,4
716,Volunteer_616,36,Male,Mumbai,Weekends,Event Management,First Aid,"marathi, hindi",4,Helpage India,9722570599,AB+,Yes,Handles crowd well,23,Helping Hands,Environment,Sangli,9039563471,12,1,1,5,1
717,Volunteer_617,34,Male,Satara,Flexible,IT Support,Music Therapy,"hindi, english",3,Red Cross,9706238848,AB+,Yes,Experienced nurse,4,Anathalaya,Animal Welfare,Aurangabad,9184692868,12,0,0,6,4
718,Volunteer_618,41,Male,Solapur,Flexible,Teaching,Driving,"english, marathi",3,Red Cross,9815763511,O+,No,Great fundraiser,20,Anathalaya,Animal Welfare,Kolhapur,9837735762,17,1,0,2,2
719,Volunteer_619,48,Female,Aurangabad,Weekdays,Logistics,Sports Coaching,"hindi, marathi, english",1,Cry Foundation,9053448821,O-,Yes,Handles crowd well,19,Anathalaya,Orphanage,Satara,9522982595,15,1,0,5,3
720,Volunteer_620,36,Male,Nashik,Weekends,Logistics,Social Media,"hindi, marathi, english",1,Childline,9905001859,O-,No,Good with kids,42,Jeevan Jyot,Orphanage,Satara,9207033605,10,1,0,6,3
721,Volunteer_621,45,Male,Mumbai,Evenings,Medical Assistance,Cooking,"marathi, hindi",0,Red Cross,9645586172,A+,Yes,Handles crowd well,27,Jeevan Jyot,Child Care,Aurangabad,9494740761,3,1,0,9,2
722,Volunteer_622,43,Female,Satara,Weekdays,Logistics,First Aid,"hindi, english",4,None,9155820829,O-,No,Experienced nurse,34,Seva Ashram,Animal Welfare,Kolhapur,9872640880,12,1,1,1,4
723,Volunteer_623,40,Female,Aurangabad,Weekdays,Counseling,Driving,"marathi, english",0,Childline,9707887883,O+,Yes,Great fundraiser,4,Anathalaya,Education,Sangli,9284806246,1,1,1,3,2
724,Volunteer_624,43,Female,Aurangabad,Flexible,IT Support,Music Therapy,"hindi, english",5,Childline,9451914530,A+,Yes,Handles crowd well,38,Solapur Care Home,Elderly Care,Mumbai,9774340215,1,1,1,9,5
725,Volunteer_625,22,Female,Satara,Weekdays,Teaching,Driving,"hindi, marathi, english",3,None,9623790924,B+,No,Great fundraiser,7,Helping Hands,Animal Welfare,Nagpur,9910767286,10,1,1,1,4
726,Volunteer_626,43,Male,Sangli,Weekdays,Teaching,Social Media,"english, marathi",1,Helpage India,9738819251,O-,No,Good with kids,48,Anathalaya,Animal Welfare,Mumbai,9962656678,18,1,1,1,2
727,Volunteer_627,38,Male,Solapur,Weekdays,Medical Assistance,Photography,"marathi, english",3,None,9648418718,O-,Yes,Good with kids,7,Helping Hands,Healthcare,Amravati,9395017224,15,1,1,1,5
728,Volunteer_628,47,Male,Nagpur,Flexible,Event Management,Cooking,"marathi, hindi",3,None,9581658469,A+,Yes,Skilled counselor,26,Hope Foundation,Elderly Care,Aurangabad,9267316780,2,0,1,7,5
729,Volunteer_629,40,Male,Solapur,Evenings,Teaching,Social Media,"marathi, english",2,Helpage India,9320048362,AB+,No,Skilled counselor,26,Green Maharashtra,Orphanage,Mumbai,9918411507,17,1,1,5,4
